papertitle,semanticscholarid,link
SPAR: Scholar Paper Retrieval with LLM-based Agents for Enhanced Academic Search,eb65a050c41465502bd9bbb0f66eb033a364ed36,https://github.com/xiaofengShi/SPAR
Sparse Autoencoders Can Capture Language-Specific Concepts Across Diverse Languages,172f90c67ab9c4ccadee43d0d65218532b76b85b,https://github.com/LyzanderAndrylie/language-specific-features
SpatialGeo: Boosting Spatial Reasoning in Multimodal LLMs via Geometry-Semantics Fusion,9f066732a0ad6ae6ad44d8ca6b22b469603dafbd,https://ricky-plus.github.io/SpatialGeoPages/
Spatial-VLN: Zero-Shot Vision-and-Language Navigation With Explicit Spatial Perception and Exploration,494268ee399026c513812febc309a4fd2bff15f3,https://yueluhhxx.github.io/Spatial-VLN-web/
SPEX: A Vision-Language Model for Land Cover Extraction on Spectral Remote Sensing Images,90a2ffbaa8e6953052d03e791ba9f7e45d76de45,https://github.com/MiliLab/SPEX
Spherical Vision Transformers for Audio-Visual Saliency Prediction in 360-Degree Videos,7f8c7ff3ead0cf7764b1e040fbd5caae215d0cf5,https://cyberiada.github.io/SalViT360
SPOT: Sparsification with Attention Dynamics via Token Relevance in Vision Transformers,958c90507771413314322fe139fc96c31b27d1fd,https://github.com/odedsc/SPOT
SSR: Socratic Self-Refine for Large Language Model Reasoning,1df24e17ae1bd9e20fec4f200296e4de5ecaeea8,https://github.com/SalesforceAIResearch/socratic-self-refine-reasoning
Step-by-Step Causality: Transparent Causal Discovery with Multi-Agent Tree-Query and Adversarial Confidence Estimation,03b0815074056c32d3626634891db2a2933a9e81,https://anonymous.4open.science/r/Repo-9B3E-4F96
Step Potential Advantage Estimation: Harnessing Intermediate Confidence and Correctness for Efficient Mathematical Reasoning,1f6d279e86c8f1495b52a4a2465e3930b98905bb,https://github.com/cii030/SPAE-RL
STLSP: Integrating Structure and Text with Large Language Models for Link Sign Prediction of Networks,5fdb0287d912b84ea6ed301431fd127bc706c1f4,https://github.com/sss483/STLSP
ST-Raptor: LLM-Powered Semi-Structured Table Question Answering,38380170ee31390501a99fd7e6aef9f74dbd9dfc,https://github.com/weAIDB/ST-Raptor
StreamingCoT: A Dataset for Temporal Dynamics and Multimodal Chain-of-Thought Reasoning in Streaming VideoQA,d582c2b0a9636a988df90440af673b335ca8402b,https://github.com/Fleeting-hyh/StreamingCoT
Stream: Scaling up Mechanistic Interpretability to Long Context in LLMs via Sparse Attention,e1e2fceba9089e083a391212e7c60574188e12c8,https://anonymous.4open.science/r/stream-03B8/
StreetMath: Study of LLMs' Approximation Behaviors,595547a93ab142dfb964f20ed8e19389b10fcc3a,https://github.com/ctseng777/StreetMath
Studying Disinformation Narratives on Social Media with LLMs and Semantic Similarity,7b175b2aa5f0ab85e384dfb73cae31a36ad71a50,https://chaytanc.github.io/projects/disinfo-research
StyleDecipher: Robust and Explainable Detection of LLM-Generated Texts with Stylistic Analysis,e6eade5309068deb0087ed01ed6fbcdad6312d08,https://github.com/SiyuanLi00/StyleDecipher
Styx: A multi-language API Generator for Command-Line Tools,a7867fc18390a7f016a69d4332cb2c9a80785da1,https://github.com/styx-api
SurgViVQA: Temporally-Grounded Video Question Answering for Surgical Scene Understanding,111da5fb76fc5fbd600607587432213b22722305,https://github.com/madratak/SurgViVQA
SURPRISE3D: A Dataset for Spatial Understanding and Reasoning in Complex 3D Scenes,9fcfe6cfd5e6a16406e901b36502a8eb612277d7,https://github.com/liziwennba/SUPRISE
SVGen: Interpretable Vector Graphics Generation with Large Language Models,c5b7ba98421af24c1b7b377e9500d7f660b3f404,https://github.com/gitcat-404/SVGen
SynthGuard: An Open Platform for Detecting AI-Generated Multimedia with Multimodal LLMs,d452428f36975c4a68813db24cfd4d099cbec447,https://in-engr-nova.it.purdue.edu/
Take That for Me: Multimodal Exophora Resolution with Interactive Questioning for Ambiguous Out-of-View Instructions,7b1def1f68b2101fcd2e86049deb12592bd17a9b,https://emergentsystemlabstudent.github.io/MIEL/
Target and biomarker exploration portal for drug discovery,5ac68c772200b2ee43b4af5f31e1ef132a07fd22,https://tbep.missouri.edu
Target and biomarker exploration portal for drug discovery,5ac68c772200b2ee43b4af5f31e1ef132a07fd22,https://github.com/mizzoudbl/tbep
TARNET: A Framework for Text-Aware Retrieval of Network Events Tracking Using Instruction-Tuned Language Models,5e5e87d270fab687258fa41dc53dd176fe935380,https://github.com/Abishethvarman/ContextNetLLM
Task automation and instructional planning support with large language models: a systematic review,4efd98c9fe027c84966123966b08c860096bd4cf,https://osf.io/v63nj/
TCM-VisResolve: Multimodal Recognition of Dried Herbs and Clinical MCQ Answering in Traditional Chinese Medicine,8324e43d78126ed2b0bd5f5d9aadd920a880a485,https://huggingface.co/dylanyang963/TCM-VR
TET Loss: A Temperature-Entropy Calibrated Transfer Loss for Reliable Medical Image Classification.,c3e0319620836fc3c8986c203eb82be704eb4f83,https://github.com/JEFfersusu/TET_loss
Text-Guided Multi-Instance Learning for Scoliosis Screening via Gait Video Analysis,49cc88f1409ce56b00e22506682a465e0fca0ef9,https://github.com/lhqqq/TG-MILNet
The Achilles' Heel of LLMs: How Altering a Handful of Neurons Can Cripple Language Abilities,29c1ffacc2f8a8fda5ab724b1f5156cbc6adba84,https://github.com/qqqqqqqzx/The-Achilles-Heel-of-LLMs
The Gaining Paths to Investment Success: Information-Driven LLM Graph Reasoning for Venture Capital Prediction,79da23d856daac76b4f051523b8f09abd903e31f,https://anonymous.4open.science/r/MIRAGE-VC-323F
The Harder The Better: Maintaining Supervised Fine-tuning Generalization with Less but Harder Data,e271765fd2060e6f088f09475daed4812a3054ef,https://github.com/DYJG-research/THTB
The impact of tokenizer selection in genomic language models,2dd89664211440997a5c5531cd5689288254bae2,https://github.com/leannmlindsey/DNAtokenization
The impact of tokenizer selection in genomic language models,2dd89664211440997a5c5531cd5689288254bae2,https://huggingface.co/datasets/leannmlindsey
The Other Mind: How Language Models Exhibit Human Temporal Cognition,d6c30a8484c630344671969829ea01704a61810a,https://TheOtherMind.github.io
The Paradigm Shift: A Comprehensive Survey on Large Vision Language Models for Multimodal Fake News Detection,6d3d68cf713f62048cf3849cf2a3612fd1abe11d,https://github.com/Tan-YiLong/Overview-of-Fake-News-Detection}{https://github.com/Tan-YiLong/Overview-of-Fake-News-Detection}
The Reasoning Boundary Paradox: How Reinforcement Learning Constrains Language Models,82a1759629f4ec4b55b3326e86e5cf328d24cc64,https://github.com/mail-research/SELF-llm-interference
The Why Behind the Action: Unveiling Internal Drivers via Agentic Attribution,0abb07ddd6b0d121c13d67cb41ac9648905e33b6,https://github.com/AI45Lab/AgentDoG
The World According to LLMs: How Geographic Origin Influences LLMs' Entity Deduction Capabilities,3b57fe191542846461f1acb6789accda02dbecb9,https://sites.google.com/view/llmbias20q/home
Think3D: Thinking with Space for Spatial Reasoning,3a2355e0d059b363989134812fab5af796a87daf,https://github.com/zhangzaibin/spagent
Think Before You Segment: An Object-aware Reasoning Agent for Referring Audio-Visual Segmentation,f89f6b06fb8b2013f0d6f433cfafd70d6261dcb5,https://github.com/jasongief/TGS-Agent
Thinking Like a Cardiologist: Unifying Patient Context and Spatiotemporal Dynamics via Heterogeneous Graph,e81f1c45ebe35f642e142056f9a3fbdffd6cd0b3,https://github.com/Cryostars/HeteroCardio
Think-Reflect-Revise: A Policy-Guided Reflective Framework for Safety Alignment in Large Vision Language Models,152d32c896f35d8fa094917cf0d02ef9c526a9bd,https://think-reflect-revise.github.io/
Tibetan-LLaMA 2: Large Language Model for Tibetan,1123cb119723e866d379da39e6501964bfda159a,https://github.com/Shajiu/Tibetan-LLaMA-2
TIME: Temporally Intelligent Meta-reasoning Engine for Context Triggered Explicit Reasoning,3f7b17b1119173a4dd16e2aaa3b9be1fea680a83,https://github.com/The-Coherence-Initiative/TIME
TIME: Temporally Intelligent Meta-reasoning Engine for Context Triggered Explicit Reasoning,3f7b17b1119173a4dd16e2aaa3b9be1fea680a83,https://github.com/The-Coherence-Initiative/TIMEBench
To Case or Not to Case: An Empirical Study in Learned Sparse Retrieval,c56ebc74a1e5a6e568570f41b8acb42e729d2820,https://github.com/lionisakis/Uncased-vs-cased-models-in-LSR
ToC: Tree-of-Claims Search with Multi-Agent Language Models,cbeaffb90e2bae84ffc2003a846f8139c1bf619b,https://github.com/ysy2003/ToC
Toward Explaining Large Language Models in Software Engineering Tasks,10b7c5656f642cb5a3df236ab7a302433dc36198,https://github.com/deviserlab/FeatureSHAP
Toward Faithful Retrieval-Augmented Generation with Sparse Autoencoders,2d92189149387769a68d4a2554ee84f268e831bd,https://github.com/Teddy-XiongGZ/RAGLens
"Toward high-efficiency, low-resource, and explainable neuropeptide prediction with MSKDNP",b7bfddad264ec8326882ec6f4690034752ee6fc7,https://awi.cuhk.edu.cn/∼biosequence/MSKDNP/index.php
Towards Comprehensive Benchmarking of Medical Vision Language Models,d514a6cddf5b2da9d4c8f1288c8f79fc5a6ba972,https://github.com/dimplek0424/MedVLMBenchPhase1
Towards Explainable Educational QA: A Chain-of-Thought and Retrieval-Augmented Approach,a0dfd238892e17e3f3b17b0587d8407c69b71c3d,https://github.com/TranVanTinhUIT/xAI_EducationalQA_25
Towards practical AI for agriculture: A self-supervised attention framework for Spinach leaf disease detection,0cc34858332c7dc0c9f2587b9a492f2d4adba94b,https://huggingface.co/datasets/saifullah03/malabar_spinach_leaf_disease_dataset
Towards Real-Time Fake News Detection under Evidence Scarcity,4d5ba573e74d746a08fd4f7036ff6cd9d26f7ba7,https://github.com/wgyhhhh/EASE
Towards Safeguarding LLM Fine-tuning APIs against Cipher Attacks,cf21a22f83e3530dbb819b531780ba3e70246be2,https://github.com/JackYoustra/safe-finetuning-api
Towards Safer and Understandable Driver Intention Prediction,c287e6dbb78048e1f27ccb5f2c8dd4d250d8eb7e,https://mukil07.github.io/VCBM.github.io/
Towards Unified Vision Language Models for Forest Ecological Analysis in Earth Observation,e423279d0f99c2214c83c44da5f16af0e6465e68,https://github.com/zhu-xlab/REO-Instruct}{REO-Instruct}
Toxicity Red-Teaming: Benchmarking LLM Safety in Singapore's Low-Resource Languages,67f79d117aac1fc2b020435cd9c31130a9ed00de,https://github.com/Social-AI-Studio/SGToxicGuard.}
TRACE: Textual Reasoning for Affordance Coordinate Extraction,fc404a7ddde0f8f87037dfb445cd3cf13c1e9a03,https://github.com/jink-ucla/TRACE
Tracing Multilingual Representations in LLMs with Cross-Layer Transcoders,84e43009486077350eedcfe7688def19772fa518,https://huggingface.co/collections/CausalNLP/multilingual-clts
Tracing Multilingual Representations in LLMs with Cross-Layer Transcoders,84e43009486077350eedcfe7688def19772fa518,https://huggingface.co/collections/CausalNLP/multilingual-gpt2-models
Tracing Multilingual Representations in LLMs with Cross-Layer Transcoders,84e43009486077350eedcfe7688def19772fa518,https://github.com/abirharrasse/MultilingualCLTs
Trading-R1: Financial Trading with LLM Reasoning via Reinforcement Learning,d9cb5bb3ef2a2f352ac571b7ead452a4256da192,https://github.com/TauricResearch/Trading-R1
TrafficNetQA: Question Answering Datasets for Evaluating LLM Performance on Traffic Network Files,b720a88e5a8370ec07131dbf174700b97768d32e,https://github.com/UMN-Choi-Lab/TrafficNetQA
Traffic-R1: Reinforced LLMs Bring Human-Like Reasoning to Traffic Signal Control Systems,95d8c3e6b48ce53bfc645bacac254fdf9429dbf4,https://huggingface.co/Season998/Traffic-R1
Training-Free and Interpretable Hateful Video Detection via Multi-stage Adversarial Reasoning,9ccec4c2d934a093ab02051b1b12525b8ab7a0d7,https://github.com/Multimodal-Intelligence-Lab-MIL/MARS
Training-Free Time Series Classification via In-Context Reasoning with LLM Agents,84fd0f0b9e1f9c4f7bcc55913aadcad7e213fc54,https://github.com/SongyuanSui/FETATSC
Training Language Models to Explain Their Own Computations,2f967d2b86217368a36511d082ae465de04980c2,https://github.com/TransluceAI/introspective-interp
TrajEvo: Trajectory Prediction Heuristics Design via LLM-driven Evolution,215440b63079e0a3bcd931d482fee039a110f731,https://github.com/ai4co/trajevo
TransFactor—prediction of pro-viral SARS-CoV-2 host factors using a protein language model,db4d20e531a0143337f21adffcafde819b91c622,https://github.com/marsico-lab/TransFactor
TransFactor—prediction of pro-viral SARS-CoV-2 host factors using a protein language model,db4d20e531a0143337f21adffcafde819b91c622,https://doi.org/10.5281/zenodo.16793684
Trans-XFed: An Explainable Federated Learning for Supply Chain Credit Assessment,a8fbae333a2d049f0d385b3890a7915dff8cda44,https://github.com/JieJieNiu/Trans-XFed
Tree of Agents: Improving Long-Context Capabilities of Large Language Models through Multi-Perspective Reasoning,4e62794c40bd51c7c9b015270adb1ae7c9b42f23,https://github.com/Aireduce952/Tree-of-Agents
TriAgent: Automated Biomarker Discovery with Deep Research Grounding for Triage in Acute Care by LLM-Based Multi-Agent Collaboration,ad263de3d074a43ac99936071271eaafe5289fd0,https://github.com/CellFace/TriAgent
TRIDE: A Text-assisted Radar-Image weather-aware fusion network for Depth Estimation,55231bf205e00db4e4081c9a31bac76a2b3c8eab,https://github.com/harborsarah/TRIDE
TRivia: Self-supervised Fine-tuning of Vision-Language Models for Table Recognition,6cf405437b06c72146ad710f671ec856a645e575,https://github.com/opendatalab/TRivia
Truth or Trick? A Vietnamese Dataset of Adversarial Logic in Geometry,ef5eecbab8b2ebe9f6f17e2a8f5faa16fef40ce4,https://huggingface.co/datasets/longndh/ViGeoTrap
TruthTensor: Evaluating LLMs through Human Imitation on Prediction Market under Drift and Holistic Reasoning,a3846e88d8f7aa7d19b1ec6b7d90b5fac704b007,https://truthtensor.com
TULIP: Contrastive Image-Text Learning with Richer Vision Understanding,debfeb4ffe62675727cb6eb56cd4fe6095bb2000,https://tulipberkeley.github.io
TurnBack: A Geospatial Route Cognition Benchmark for Large Language Models through Reverse Route,e7844d3bf3530a932ecbcf8ebc6a7fb114b7d537,https://github.com/bghjmn32/EMNLP2025_Turnback}{TurnBack.}
UAVBench: An Open Benchmark Dataset for Autonomous and Agentic AI UAV Systems via LLM-Generated Flight Scenarios,eee9d9d095cd54df6b05532087dcce1d0e8d7e06,https://github.com/maferrag/UAVBench
UGTformer: a pretrained graph transformer model for predicting UDP-glucuronosyltransferase-mediated drug metabolism.,858ba0fe1427fcedeec49353b8b919025b547fa9,https://lmmd.ecust.edu.cn/UGTformer/
UIL-AQA: Uncertainty-Aware Clip-Level Interpretable Action Quality Assessment,e1178f30ffca60a60b1502fafe496989e2293b0c,https://github.com/dx199771/Interpretability-AQA
UME-R1: Exploring Reasoning-Driven Generative Multimodal Embeddings,a71465a257a96eec8547215918d466e6208f6b94,https://github.com/XMUDeepLIT/UME-R1
Uncovering the Fragility of Trustworthy LLMs through Chinese Textual Ambiguity,2ec4bc0586b0959e2240ab7ba8f6aa4a784aa7e6,https://github.com/ictup/LLM-Chinese-Textual-Disambiguation
Understanding Multi-View Transformers,af20eb81ac52a6622a00329f78c2c50daf5472d7,https://github.com/JulienGaubil/und3rstand
Uni3R: Unified 3D Reconstruction and Semantic Understanding via Generalizable Gaussian Splatting from Unposed Multi-View Images,2bb06d819613740b14a36c9f665cbe12eeaf2fbb,https://github.com/HorizonRobotics/Uni3R
UniCog: Uncovering Cognitive Abilities of LLMs through Latent Mind Space Analysis,bef78c3473d981c49cc332257c66b1c5054389ac,https://github.com/milksalute/unicog
Uni-cot: Towards Unified Chain-of-Thought Reasoning Across Text and Vision,369129607bd707a6232435c55f231c5d39c4574b,https://sais-fuxi.github.io/projects/uni-cot/
UniECG: Understanding and Generating ECG in One Unified Model,098592c202dea9615b58e2c486a193926b5482ac,https://github.com/PKUDigitalHealth/UniECG
UniLumos: Fast and Unified Image and Video Relighting with Physics-Plausible Feedback,177cadbc69eb91cfd45c54e35ef1333cd956022d,https://github.com/alibaba-damo-academy/Lumos-Custom
UniVA: Universal Video Agent towards Open-Source Next-Generation Video Generalist,c33f21fd4872f5842a7abc8a028811debb7ec8bb,https://univa.online/
Unlocking Interpretability for RF Sensing: A Complex-Valued White-Box Transformer,168f363d8544c176a96b41d624b6907fc96d40b5,https://github.com/rfcrate/RF_CRATE
Untangling Input Language from Reasoning Language: A Diagnostic Framework for Cross-Lingual Moral Alignment in LLMs,a933b18e05bae45a78001645ccdf83fbaa24d883,https://anonymous.4open.science/r/CrossCulturalMoralJudgement
Unveiling Fine-grained Deceptive Patterns in Multi-modal Fake News: An Explainable Neuro-Symbolic Framework with LVLMs.,3a90bcf703b8b760e121dde41fb5abfe8dc93079,https://github.com/hedongxiao-tju/GE-NSLM
Unveiling the Vulnerability of Graph-LLMs: An Interpretable Multi-Dimensional Adversarial Attack on TAGs,70034b4f42b0e06b82a6663e8d62c482b0baf97d,https://anonymous.4open.science/r/IMDGA-7289
UQ: Assessing Language Models on Unsolved Questions,9b02185225b405bc08785a2cc048df611328e6ff,https://uq.stanford.edu
Urban Perception Analysis via Transformer-Based Image Segmentation: A Deep Dive Into City Understanding,cd2fa23cdfa16842bf9496ee8b7f1c4fad35294e,https://github.com/danhntd/UPFormer
UXSim: Towards a Hybrid User Search Simulation,2266fd7a0b0590c61e38c95506e81356fd6e235f,https://searchsim.org/uxsim
VADTree: Explainable Training-Free Video Anomaly Detection via Hierarchical Granularity-Aware Tree,820d2d211c94d483b5f6f6554a4c0d40a60e7775,https://github.com/wenlongli10/VADTree
V-Agent: An Interactive Video Search System Using Vision-Language Models,f245389d7284e6effa2d5d0fbcf4d59c4258d948,https://huggingface.co/NCSOFT/multimodal-embedding
Variational Reasoning for Language Models,51357ff32df3924f29e550aaf71c9882c2b99348,https://github.com/sail-sg/variational-reasoning
Vector Symbolic Algebras for the Abstraction and Reasoning Corpus,0f85193fc9cf6a89b4bfb4a0c4581dde89a3226d,https://github.com/ijoffe/ARC-VSA-2025
ViConEx-Med: Visual Concept Explainability via Multi-Concept Token Transformer for Medical Image Analysis,da8dff5f85d03031d99302717c8c7c024b80a48a,https://github.com/CristianoPatricio/viconex-med
Video-CoM: Interactive Video Reasoning via Chain of Manipulations,fdb0219b1e3daa0e8a29d11ca2e2951353e6283b,https://github.com/mbzuai-oryx/Video-CoM
Video-LevelGauge: Investigating Contextual Positional Bias in Large Video Language Models,708557b322446c70a72d49e3775e036fea70d160,https://github.com/Cola-any/Video-LevelGauge
Video-MSR: Benchmarking Multi-hop Spatial Reasoning Capabilities of MLLMs,40355950adf88a7c0945e4eac4b1290ca7dca926,https://github.com/ruiz-nju/Video-MSR
VidGuard-R1: AI-Generated Video Detection and Explanation via Reasoning MLLMs and RL,c2cf8a8206a6c7045aed0a2799c3ab20d8311f17,https://VidGuard-R1.github.io
ViralQuest: A user-friendly interactive pipeline for viral-sequences analysis and curation,e30bb46633c76803abae684b7d9a02436634df79,https://github.com/gabrielvpina/viralquest/
Vision-Language Agents for Interactive Forest Change Analysis,64e8943bebfd7b81b84985eda80c90bb6902a809,https://github.com/JamesBrockUoB/ForestChat
Vision-language model approach for few-shot learning of attention deficit hyperactivity disorder using EEG connectivity-based featured images,5564b982704100ff0149c644eba12ef7af10d998,https://github.com/miralab-ai/vlm-few-shot-eeg
Vision-Language Model-Based Semantic-Guided Imaging Biomarker for Lung Nodule Malignancy Prediction,6267387c787c59451b779728daca75922d804d8a,https://github.com/luotingzhuang/CLIP_nodule
Vision-Language-Policy Model for Dynamic Robot Task Planning,ff8efb7913ea595217fde0876dc18247043be8ee,https://robovlp.github.io/
Vision-skeleton dual-modality framework for generalizable assessment of Parkinson's disease gait,5990f5edaee056dced8c7f08fd9b713299d5f941,https://github.com/FJNU-LWP/PD-gait-VSDF
Visualizing LLM Latent Space Geometry Through Dimensionality Reduction,70b931fe9d71b3c16aa177402f3fd3e38a799940,https://github.com/Vainateya/Feature_Geometry_Visualization
VisualTrans: A Benchmark for Real-World Visual Transformation Reasoning,60278b88a4bd8ffb67d478da827d6cc3cedea225,https://github.com/WangYipu2002/VisualTrans
VLA-Touch: Enhancing Vision-Language-Action Models with Dual-Level Tactile Feedback,090f7a90906b23d7ecfa990122a97b5c2f5122be,https://github.com/jxbi1010/VLA-Touch}{this
VLegal-Bench: Cognitively Grounded Benchmark for Vietnamese Legal Reasoning of Large Language Models,6b1584fd2b0835b06e792268ab3cdf1515dffb97,https://vilegalbench.cmcai.vn/
VLM-SlideEval: Evaluating VLMs on Structured Comprehension and Perturbation Sensitivity in PPT,e2017a159a15c9d13b2bd5965c230c44d5c6051c,https://huggingface.co/datasets/Forceless/Zenodo10K/viewer/default/pptx
VLM-UDMC: VLM-Enhanced Unified Decision-Making and Motion Control for Urban Autonomous Driving,3949de687b3a93ea2748b11bada160bca45ae3ea,https://github.com/henryhcliu/vlmudmc.git
VL-SAE: Interpreting and Enhancing Vision-Language Alignment with a Unified Concept Set,2885ee24025446678e44ab1eea2f6d59c5329a32,https://github.com/ssfgunner/VL-SAE
VLSM-Ensemble: Ensembling CLIP-based Vision-Language Models for Enhanced Medical Image Segmentation,6a43afafc6aa96a76a98661281135d7355444685,https://github.com/juliadietlmeier/VLSM-Ensemble
Vocabulary-Free Fine-Grained Visual Recognition via Enriched Contextually Grounded Vision-Language Model,33a16bc4ffc20d9bde55545ae5a80b757f6cb1a4,https://github.com/demidovd98/e-finer
VOST-SGG: VLM-Aided One-Stage Spatio-Temporal Scene Graph Generation,542de85f4ed8c612a5534cb467cd619081687d4e,https://github.com/LUNAProject22/VOST
VQArt-Bench: A Semantically Rich VQA Benchmark for Art and Cultural Heritage,acccc7ef0f33f234ecd0e5e339619f715548ef39,https://github.com/AlfaranoAndrea/VQArt-Bench
V-SEAM: Visual Semantic Editing and Attention Modulating for Causal Interpretability of Vision-Language Models,2f0465b80c67e22a303fb01521af783d5abc2a11,https://github.com/petergit1/V-SEAM
VTimeCoT: Thinking by Drawing for Video Temporal Grounding and Reasoning,8fb861935909c9f4bbd1841208d39bcd31c0967e,https://vtimecot.github.io
Watch the Weights: Unsupervised monitoring and control of fine-tuned LLMs,94e242b24818f181d73778f45446d05d5b5d0460,https://github.com/fjzzq2002/WeightWatch
What do you see? An XAI approach for VLM-generated map descriptions,aa5a562dd0a905d7f28a7debc339b7d6e94e8dad,https://github.com/grndng/CartoXAI
What Generative Search Engines Like and How to Optimize Web Content Cooperatively,22d796264cd6fedb401827eef3d509dbaf4d14d0,https://github.com/cxcscmu/AutoGEO
What If : Understanding Motion Through Sparse Interactions,5a250f47b27949aac01be3b8fcc17bbbbb3c1672,https://compvis.github.io/flow-poke-transformer
"What Makes ""Good"" Distractors for Object Hallucination Evaluation in Large Vision-Language Models?",a9bfd181fcf11d70b383f1143dbf2b844eae9efb,https://github.com/xiemk/HOPE
When Judgment Becomes Noise: How Design Failures in LLM Judge Benchmarks Silently Undermine Validity,0823483fa9cde0aaa04c1c1ae9696ee0e273430e,https://github.com/penfever/judgment-to-noise
"When Large Language Models Meet Law: Dual-Lens Taxonomy, Technical Advances, and Ethical Governance",95a95f498fc3dacdfd61cb32c52603fb6c188386,https://github.com/Kilimajaro/LLMs_Meet_Law
When to Invoke: Refining LLM Fairness with Toxicity Assessment,e1dcea7dc35ff8cfd223f1a91839196a12e11b0e,https://aisuko.github.io/fair-tot/
When Tone and Words Disagree: Towards Robust Speech Emotion Recognition under Acoustic-Semantic Conflict,efecd2e76e854403a4d18429aa47d4f59ea16761,https://github.com/24DavidHuang/FAS
When to Trust the Answer: Question-Aligned Semantic Nearest Neighbor Entropy for Safer Surgical VQA,d0fd5995715bbdef2f253f6c3ad101b3ee46e041,https://github.com/DennisPierantozzi/QASNNE
When Words Can't Capture It All: Towards Video-Based User Complaint Text Generation with Multimodal Video Complaint Dataset,6fd52d612da8e7b7bc10152d21336598d70571f3,https://github.com/sarmistha-D/CoD-V
Where on Earth? A Vision-Language Benchmark for Probing Model Geolocation Skills Across Scales,ff94e361063226245fc5547ead5983fb1e7e2ed5,https://github.com/UCSC-VLAA/EarthWhere
WP-CLIP: Leveraging CLIP to Predict Wölfflin's Principles in Visual Art,e8f3373157aa12d324c15468d201c43cec06c749,https://github.com/abhijay9/wpclip
XBench: A Comprehensive Benchmark for Visual-Language Explanations in Chest Radiography,d4a370176e5324020e2775c61ad47f7f2af4428c,https://github.com/Roypic/Benchmarkingattention
xBitterT5: an explainable transformer-based framework with multimodal inputs for identifying bitter-taste peptides,bbffee4aaf78fd0813b83b0d003171a1687ce39a,https://balalab-skku.org/xBitterT5/
xBitterT5: an explainable transformer-based framework with multimodal inputs for identifying bitter-taste peptides,bbffee4aaf78fd0813b83b0d003171a1687ce39a,https://github.com/cbbl-skku-org/xBitterT5/
X-CoT: Explainable Text-to-Video Retrieval via LLM-based Chain-of-Thought Reasoning,fc5ec22f155294b1569d3bb8f0f88ffa39b44630,https://github.com/PrasannaPulakurthi/X-CoT
X-MuTeST: A Multilingual Benchmark for Explainable Hate Speech Detection and A Novel LLM-consulted Explanation Framework,24149130263244fddf9d3ab95456cda0cc4c9934,https://github.com/ziarehman30/X-MuTeST
X-Node: Self-Explanation is All We Need,1a3b72dcab13e3ba78595706e42a7124a9cdfdba,https://github.com/basiralab/X-Node
"XRepair - Unifying Retrieval, Repair, and Evaluation for Explainable LLM-Based Vulnerability Fixes",00aa1543e8f9435d1ec16d79804536d8e924e3c7,https://youtu.be/5IcGzNJXAY
X-Teaming Evolutionary M2S: Automated Discovery of Multi-turn to Single-turn Jailbreak Templates,0e5a4c20eaf092b72ece78a13fbe32849f3719d2,https://github.com/hyunjun1121/M2S-x-teaming
X-Troll: eXplainable Detection of State-Sponsored Information Operations Agents,f05c9543a49528dc8996d2efa25c206e5ea23b1e,https://github.com/ltian678/xtroll_source/
YaPO: Learnable Sparse Activation Steering Vectors for Domain Adaptation,72ab4cba2f2ea7feb7721510fc5abd63ad1cdbe1,https://github.com/MBZUAI-Paris/YaPO}
YingVideo-MV: Music-Driven Multi-Stage Video Generation,07d0d3c3ece5967342d2b70c8ce26160f2ebd430,https://giantailab.github.io/YingVideo-MV/
ZARA: Zero-shot Motion Time-Series Analysis via Knowledge and Retrieval Driven LLM Agents,fcdc680b8e8b1d11177c6a10b4aacd708a563c14,https://github.com/zechenli03/ZARA
Zero-Effort Image-to-Music Generation: An Interpretable RAG-based VLM Approach,780154545a4799ca880dc7c3d561a97f5296b94b,https://github.com/RS2002/Image2Music
Zero-Shot Multimodal Compound Expression Recognition Approach Using Off-the-Shelf Large Visual-Language Models,e6a54b0db221a8c9b1593106658c2abac0a9e704,https://github.com/SMIL-SPCRAS/ICCVW_25
Zero-Shot Sparse Mixture of Low-Rank Experts Construction From Pre-Trained Foundation Models,e7e87f88c84c5af5d3102ab8c94ec833ba4c7976,https://github.com/tanganke/fusion_bench
ZhiFangDanTai: Fine-tuning Graph-based Retrieval-Augmented Generation Model for Traditional Chinese Medicine Formula,bdf3e94f52ea99a40d5790c62ce0dd4d8e4eb4f8,https://huggingface.co/tczzx6/ZhiFangDanTai1.0
